10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3
80,88,77,79,77,80,84,80,70,78,81,70,72,75,71,85.0,73.0,65.0,45,42
87,77,81,87,72,72,77,80,80,85,72,72,70,75,75,83.0,75.0,82.0,46,33
73,72,84,71,63,78,71,73,77,77,73,77,96,78,75,87.0,80.0,83.0,51,50
80,80,82,81,77,84,77,78,76,76,73,74,73,81,71,1.0,76.0,79.0,50,47
72,75,72,70,70,70,70,74,70,70,76,65,70,74,72,77.0,81.0,86.0,51,44
67,81,88,65,72,78,67,81,72,78,81,76,81,71,73,80.0,83.0,84.0,50,45
84,69,84,85,81,82,87,76,76,89,86,78,88,84,81,96.0,83.0,72.0,55,40
78,78,89,81,78,85,85,78,78,87,82,85,75,79,83,76.0,82.0,86.0,50,48
84,86,85,80,83,77,83,89,75,85,85,72,79,91,71,85.0,83.0,85.0,54,52
81,83,85,86,92,83,80,88,78,86,92,78,84,92,71,74.0,90.0,81.0,53,39
57,74,66,53,59,61,60,41,65,46,60,50,61,37,60,72.0,58.0,73.0,31,25
57,57,67,64,61,61,63,58,57,60,65,55,69,42,68,51.0,60.0,81.0,41,39
64,43,81,62,45,79,54,53,80,46,59,71,75,42,63,0.0,1.0,1.0,29,33
68,69,69,60,48,59,60,59,64,61,60,58,74,63,57,65.0,32.0,68.0,37,34
55,69,74,47,64,67,45,45,69,50,44,67,68,43,59,63.0,35.0,76.0,39,41
62,66,75,56,69,72,70,62,76,71,66,65,76,56,65,70.0,38.0,68.0,36,26
82,75,79,72,67,67,66,59,73,72,62,71,69,61,65,76.0,44.0,50.0,50,47
52,63,75,51,61,66,45,53,67,50,50,66,76,49,70,67.0,41.0,76.0,34,36
71,52,80,64,50,76,57,55,76,58,65,74,100,52,70,74.0,41.0,62.0,41,42
61,49,73,60,42,62,54,55,79,45,64,74,82,51,67,77.0,47.0,75.0,37,38
85,82,83,88,71,79,77,79,78,75,75,74,83,65,65,87.0,50.0,73.0,51,49
65,74,81,69,70,83,76,74,75,78,71,72,78,75,81,90.0,60.0,79.0,53,40
55,66,68,65,65,70,59,59,65,61,72,63,72,70,71,73.0,63.0,77.0,54,53
65,62,70,66,62,65,71,61,70,76,64,70,83,64,71,83.0,63.0,81.0,42,40
71,73,79,70,70,77,73,75,73,75,75,68,75,67,72,81.0,67.0,84.0,46,45
78,73,71,72,71,61,66,75,75,67,72,72,85,63,72,78.0,67.0,71.0,47,49
55,77,73,58,68,64,53,55,61,59,72,56,87,67,68,79.0,69.0,81.0,46,45
60,66,79,67,68,72,66,63,75,61,67,66,71,62,62,71.0,52.0,76.0,41,37
70,66,79,65,64,75,65,53,80,54,60,75,68,47,72,82.0,55.0,81.0,42,30
70,51,70,65,53,68,71,42,77,75,53,65,72,60,64,84.0,54.0,80.0,43,42
77,64,75,79,64,81,71,63,75,72,69,76,79,68,67,82.0,56.0,59.0,51,48
65,60,71,63,61,51,67,47,53,71,62,50,75,59,60,80.0,62.0,83.0,47,35
78,75,81,74,61,79,62,70,72,77,68,70,77,66,68,76.0,59.0,89.0,42,31
61,72,69,60,60,72,61,60,63,63,63,66,78,51,64,74.0,63.0,81.0,42,39
73,80,76,67,68,80,70,63,68,73,82,73,82,85,71,89.0,62.0,89.0,50,36
73,61,83,76,59,81,73,53,80,71,56,77,93,66,75,80.0,62.0,83.0,47,46
69,79,80,75,82,77,83,84,80,89,85,75,81,85,76,85.0,80.0,80.0,54,40
74,71,79,70,72,72,71,72,72,63,72,71,79,86,66,85.0,78.0,87.0,50,36
75,80,79,78,70,76,83,75,84,91,75,82,69,77,74,86.0,85.0,86.0,53,47
72,85,67,67,74,67,76,74,65,69,78,63,76,81,54,79.0,89.0,75.0,41,39
70,71,83,69,68,84,80,68,77,79,75,72,81,80,74,90.0,89.0,88.0,52,38
83,84,83,83,80,86,86,88,76,91,90,75,76,91,76,89.0,90.0,85.0,51,46
88,88,81,85,82,77,81,82,72,84,79,66,82,90,64,94.0,92.0,88.0,51,49
88,83,85,85,76,81,87,81,77,87,90,74,81,88,80,94.0,94.0,90.0,55,55
73,70,81,79,65,83,75,65,67,72,66,62,82,60,65,80.0,64.0,83.0,43,43
53,68,78,50,67,56,61,68,68,55,67,60,88,60,60,75.0,67.0,78.0,39,41
78,78,85,76,61,73,78,75,68,82,78,62,66,81,66,82.0,70.0,86.0,46,34
75,75,87,81,75,81,87,70,73,82,75,72,78,87,66,85.0,71.0,83.0,49,37
71,49,63,61,48,54,75,52,58,67,45,52,72,53,62,87.0,74.0,84.0,46,33
80,73,80,78,69,75,76,66,77,84,66,78,75,77,71,89.0,74.0,77.0,42,31
51,77,73,51,74,66,57,74,60,61,76,59,73,84,64,75.0,74.0,75.0,43,42
82,77,79,79,72,78,80,65,81,82,83,74,79,81,77,91.0,76.0,87.0,58,43
62,70,78,70,76,69,73,72,77,78,82,75,84,80,65,92.0,75.0,79.0,52,37
52,71,72,66,62,74,71,64,71,73,69,73,93,79,64,82.0,79.0,85.0,50,48
77,71,89,78,67,76,71,72,75,76,77,76,76,78,71,85.0,78.0,83.0,47,46
79,77,90,82,74,83,82,80,80,88,84,77,78,90,80,82.0,90.0,91.0,51,51
86,75,93,86,72,90,92,77,85,90,75,84,87,85,78,85.0,90.0,83.0,53,54
84,90,86,81,95,82,82,84,77,84,89,76,58,98,68,85.0,93.0,83.0,55,49
57,56,76,55,67,76,43,41,64,32,39,69,1,0,61,67.0,29.0,39.0,35,36
54,62,65,56,61,51,60,48,69,59,52,63,81,53,69,74.0,48.0,85.0,41,30
60,62,68,60,54,57,65,55,70,66,56,67,27,48,63,78.0,52.0,77.0,37,38
64,61,83,64,66,76,63,63,80,62,75,70,79,75,74,84.0,53.0,85.0,49,48
51,68,78,49,60,53,46,53,73,52,52,76,75,68,70,69.0,58.0,75.0,41,30
69,67,78,60,72,74,61,69,71,57,69,64,76,64,62,80.0,62.0,87.0,44,44
73,71,79,73,68,75,61,53,55,71,72,69,88,72,69,77.0,61.0,85.0,45,43
58,79,78,59,60,65,64,63,71,66,66,70,73,48,66,82.0,61.0,84.0,48,46
76,69,75,70,58,66,72,62,68,78,70,59,70,62,64,85.0,59.0,83.0,40,42
82,68,74,80,50,68,78,68,72,75,69,71,76,48,69,77.0,58.0,82.0,44,43
71,81,87,74,84,83,84,74,76,79,70,81,79,76,77,88.0,60.0,84.0,54,53
62,48,78,59,70,63,60,70,70,63,72,76,88,72,64,77.0,64.0,67.0,48,47
69,42,67,62,51,71,53,49,66,50,47,65,70,57,61,74.0,62.0,78.0,36,26
63,68,73,61,67,62,66,67,62,65,75,66,80,79,62,85.0,61.0,76.0,52,38
78,62,86,81,66,78,76,68,78,70,74,73,83,66,69,85.0,65.0,85.0,42,42
59,65,68,63,61,69,58,67,67,61,70,68,83,64,65,80.0,64.0,90.0,39,41
75,85,86,70,65,78,70,82,77,70,71,65,82,68,87,94.0,66.0,92.0,48,47
86,66,83,83,74,74,82,71,72,82,71,77,75,71,74,90.0,70.0,91.0,47,43
91,77,80,83,75,83,93,80,76,91,85,69,88,76,81,95.0,70.0,92.0,56,54
78,68,87,76,73,85,83,71,80,87,76,82,81,74,86,93.0,72.0,96.0,53,54
69,68,80,72,72,74,66,72,76,63,77,71,80,69,76,79.0,71.0,93.0,42,42
77,87,78,67,73,64,69,76,70,72,77,68,86,75,79,92.0,75.0,91.0,50,48
64,82,78,71,75,68,80,81,83,83,79,80,86,78,76,93.0,80.0,97.0,57,56
76,76,82,74,63,81,69,69,81,76,64,80,80,73,85,92.0,78.0,95.0,45,44
82,87,89,84,85,86,84,79,81,81,84,77,88,76,81,88.0,77.0,95.0,49,47
62,68,74,60,63,73,61,74,70,57,79,67,92,72,82,87.0,82.0,95.0,45,43
66,82,78,73,82,83,73,67,80,75,77,81,86,73,82,88.0,78.0,92.0,46,49
58,67,75,53,67,74,65,67,78,64,72,76,79,77,79,86.0,80.0,96.0,42,44
61,78,75,66,74,73,65,66,80,76,74,78,85,76,78,92.0,84.0,95.0,50,50
87,94,86,86,86,84,92,88,82,93,89,80,97,91,84,96.0,88.0,95.0,57,54
90,85,91,89,84,82,96,83,84,92,82,84,89,86,87,100.0,89.0,95.0,55,55
81,85,87,81,91,86,84,79,81,84,88,81,87,89,85,98.0,94.0,97.0,53,52
97,83,92,97,86,92,95,91,89,91,92,89,87,92,93,94.0,96.0,93.0,57,56
72,46,79,71,42,65,69,53,75,75,58,74,82,49,76,0.0,0.0,0.0,41,44
75,67,79,65,49,62,55,40,74,54,60,60,70,39,70,1.0,29.0,78.0,34,27
89,69,86,87,61,81,84,61,79,87,61,72,64,47,78,94.0,48.0,93.0,47,48
70,58,78,69,60,68,64,60,70,71,71,64,86,52,75,89.0,61.0,88.0,45,45
53,65,54,55,45,63,57,40,76,50,53,79,75,59,69,68.0,61.0,85.0,38,39
59,56,68,59,62,64,65,54,70,65,69,64,78,60,76,81.0,62.0,89.0,31,32
61,67,68,70,68,64,64,72,64,70,77,57,88,71,72,88.0,61.0,91.0,47,44
64,63,64,59,54,51,60,54,58,63,62,56,73,61,73,83.0,62.0,91.0,39,38
69,59,77,66,61,71,60,68,76,60,75,68,77,55,73,78.0,61.0,95.0,39,35
71,76,89,66,61,81,69,65,72,67,72,72,79,51,78,84.0,60.0,95.0,46,47
70,58,76,71,63,79,62,55,79,70,60,77,83,61,82,91.0,58.0,96.0,50,45
71,81,79,79,74,68,82,71,70,78,73,70,89,72,78,92.0,59.0,95.0,51,51
79,62,73,69,66,71,61,59,72,68,67,73,87,60,81,84.0,60.0,95.0,45,44
85,81,86,74,71,88,89,65,86,89,75,84,88,60,90,93.0,60.0,98.0,45,46
86,73,89,84,65,83,82,75,82,86,83,81,85,72,81,95.0,61.0,95.0,41,43
62,64,68,66,62,66,71,72,64,69,81,70,72,64,70,90.0,63.0,93.0,49,46
59,81,73,68,69,66,66,74,74,67,79,71,67,68,77,79.0,61.0,92.0,50,37
70,61,84,77,63,79,66,65,75,63,64,70,86,70,82,85.0,67.0,94.0,48,45
89,88,79,79,90,63,71,77,78,0,2,2,72,79,75,89.0,63.0,95.0,55,40
67,66,82,68,64,68,71,71,84,63,68,73,98,72,78,91.0,65.0,96.0,50,38
72,76,77,69,69,73,71,76,80,76,74,78,78,71,77,89.0,67.0,93.0,49,48
53,44,61,55,53,45,46,38,66,54,48,60,64,41,61,72.0,40.0,75.0,33,24
57,52,72,56,52,66,47,37,63,45,43,54,75,30,58,61.0,39.0,72.0,32,31
71,62,74,73,55,81,62,60,70,59,60,73,75,45,75,69.0,38.0,71.0,38,40
70,61,81,80,67,74,77,61,81,73,60,74,95,61,67,80.0,40.0,74.0,44,42
52,54,68,54,55,63,61,65,70,59,66,74,61,48,64,62.0,45.0,75.0,36,27
70,55,71,67,58,66,66,44,63,65,61,58,86,41,72,91.0,44.0,86.0,40,37
62,57,63,61,50,62,62,50,71,67,57,75,80,59,67,66.0,49.0,82.0,46,42
57,70,69,59,79,62,60,64,70,60,65,71,79,68,69,78.0,57.0,52.0,48,48
64,51,71,69,47,61,80,58,64,70,59,59,74,72,67,79.0,60.0,68.0,40,30
92,101,78,90,101,78,91,94,80,94,98,81,40,100,82,100.0,100.0,44.0,59,44
88,71,58,88,58,59,89,66,69,87,64,69,69,57,52,99.0,60.0,65.0,51,38
55,73,78,50,64,65,50,60,72,54,63,66,76,53,68,60.0,63.0,75.0,40,39
68,60,71,71,61,75,68,62,67,67,66,65,69,74,65,84.0,65.0,0.0,47,34
65,55,74,67,66,77,82,68,75,82,69,71,83,77,68,92.0,65.0,86.0,51,49
85,73,77,87,65,81,92,73,87,90,71,81,59,79,72,96.0,65.0,83.0,51,37
85,80,84,84,70,77,81,74,78,74,72,73,84,78,78,79.0,70.0,84.0,49,37
82,79,85,80,74,81,83,71,77,90,73,72,88,73,74,93.0,71.0,89.0,47,46
61,66,76,65,65,73,66,61,77,69,77,73,88,71,79,90.0,68.0,87.0,45,44
77,81,80,79,74,78,73,82,80,72,82,74,88,89,73,96.0,70.0,77.0,54,52
56,61,69,58,62,76,66,54,76,61,63,70,75,73,75,78.0,73.0,88.0,45,32
80,78,74,73,80,77,82,67,74,82,76,72,75,74,72,98.0,70.0,66.0,51,48
81,67,81,83,62,83,86,67,78,84,62,75,1,79,74,100.0,74.0,70.0,54,52
61,62,80,62,65,73,58,52,65,61,64,67,83,70,68,94.0,74.0,23.0,45,44
75,80,75,74,61,65,78,74,75,77,74,68,74,84,71,93.0,75.0,77.0,51,37
87,87,88,89,69,86,85,81,79,83,73,78,93,79,78,96.0,76.0,87.0,51,51
70,75,75,78,70,73,68,75,73,72,87,71,78,85,70,82.0,76.0,71.0,45,44
80,70,78,78,63,77,89,64,71,88,73,69,93,79,74,97.0,76.0,0.0,48,46
68,71,82,69,62,80,67,61,71,67,62,72,85,77,79,83.0,76.0,1.0,43,42
81,79,83,81,66,78,78,66,77,77,79,73,79,81,63,90.0,79.0,45.0,48,36
89,80,80,86,60,81,90,72,75,88,79,74,73,72,73,95.0,77.0,73.0,50,50
68,54,70,71,60,76,85,68,72,82,73,74,71,77,77,92.0,77.0,46.0,48,34
83,64,82,85,70,86,91,65,78,95,67,77,65,75,81,92.0,76.0,86.0,48,44
82,77,85,84,79,86,87,80,85,94,85,81,80,89,86,95.0,78.0,90.0,55,52
89,89,94,93,80,92,94,83,80,93,91,82,87,96,84,98.0,78.0,92.0,55,52
79,63,76,68,52,66,90,76,76,86,90,66,94,87,74,100.0,79.0,74.0,55,53
91,74,84,85,78,73,85,69,75,86,73,75,24,80,81,94.0,81.0,86.0,54,54
85,97,84,88,90,79,85,90,83,92,90,82,78,88,80,91.0,85.0,87.0,56,53
80,92,85,87,85,80,88,82,83,84,86,85,77,90,79,95.0,85.0,46.0,54,49
90,79,85,88,76,81,98,78,80,97,79,76,89,89,62,1.0,87.0,2.0,57,42
84,83,92,82,83,89,85,71,86,87,75,86,81,95,79,94.0,92.0,58.0,56,41
77,69,83,69,71,83,78,59,68,78,70,67,78,85,75,98.0,96.0,65.0,51,50
89,88,88,90,87,83,93,82,81,97,87,76,88,90,85,100.0,96.0,92.0,58,55
95,94,84,97,92,91,94,92,90,92,96,85,90,97,88,98.0,97.0,88.0,59,44
65,58,71,72,59,73,71,60,72,64,62,70,79,41,70,82.0,51.0,80.0,43,42
56,58,57,54,52,52,60,65,60,68,67,65,68,60,69,0.0,50.0,78.0,46,43
86,70,86,82,59,79,80,54,72,80,61,67,68,59,68,88.0,50.0,80.0,44,33
45,70,76,48,64,77,31,58,72,34,63,74,74,58,71,59.0,62.0,77.0,43,41
60,74,73,61,75,59,53,64,60,49,71,60,81,62,63,63.0,62.0,91.0,43,32
68,63,79,68,56,74,71,58,78,64,78,77,62,58,71,85.0,62.0,88.0,45,34
72,85,77,71,78,73,71,66,78,71,71,79,85,73,75,79.0,62.0,76.0,51,48
76,74,84,71,83,76,70,65,71,69,71,67,79,58,71,77.0,59.0,69.0,40,41
73,72,80,71,66,80,76,65,74,72,69,71,58,64,72,66.0,58.0,72.0,48,47
83,77,70,81,62,58,89,82,78,87,76,53,68,59,40,74.0,61.0,0.0,57,42
82,67,87,78,61,83,61,67,75,71,70,77,83,71,76,87.0,59.0,84.0,46,45
84,67,87,82,71,77,67,52,73,65,67,73,87,64,69,87.0,60.0,75.0,37,36
89,82,89,85,80,89,80,78,77,80,85,80,73,72,77,85.0,64.0,89.0,56,55
69,65,86,68,69,85,71,61,78,79,70,77,85,62,78,81.0,63.0,87.0,46,46
73,84,87,71,74,78,71,68,71,67,79,67,85,69,80,87.0,62.0,88.0,50,48
66,58,79,80,65,75,85,63,78,85,64,80,73,65,81,92.0,62.0,86.0,49,48
76,89,82,73,80,81,73,80,72,72,88,58,64,82,74,79.0,63.0,78.0,48,46
74,79,68,74,78,71,66,71,76,70,62,70,85,70,76,93.0,66.0,90.0,45,44
85,82,77,78,71,77,77,73,73,79,73,77,85,76,72,94.0,63.0,74.0,52,48
78,77,81,78,79,68,75,80,73,72,76,63,74,75,81,96.0,70.0,87.0,46,46
63,75,77,59,67,66,46,70,68,61,65,65,73,63,64,66.0,71.0,74.0,40,42
86,81,83,78,75,74,87,68,74,87,74,75,79,78,76,1.0,71.0,74.0,55,41
65,74,74,67,71,69,51,66,68,62,63,61,93,64,73,84.0,71.0,85.0,45,44
71,72,81,81,75,82,76,70,81,73,75,81,77,78,81,90.0,72.0,75.0,53,53
87,93,89,82,86,87,86,85,78,79,79,78,89,81,84,92.0,74.0,81.0,55,55
92,84,89,89,82,87,87,87,84,82,83,80,83,78,81,90.0,78.0,92.0,58,57
72,62,71,71,66,68,81,76,75,77,80,75,85,74,78,87.0,76.0,85.0,56,42
95,81,87,90,77,90,91,80,82,91,77,82,81,81,84,94.0,80.0,88.0,55,53
77,92,78,74,82,71,83,82,68,89,85,64,83,92,77,97.0,81.0,90.0,58,43
74,73,80,74,79,81,81,80,78,80,84,80,76,81,73,58.0,82.0,66.0,48,36
73,83,80,78,71,76,84,78,73,89,76,68,90,81,81,93.0,92.0,82.0,54,50
54,46,48,56,28,52,62,62,60,65,62,49,72,62,3,1.0,1.0,2.0,35,26
75,47,77,64,50,76,59,45,56,48,39,0,1,47,2,1.0,0.0,1.0,32,34
52,38,76,56,43,70,49,39,62,46,38,50,77,50,58,79.0,54.0,77.0,29,34
82,78,88,78,71,88,78,62,83,76,69,83,87,68,72,87.0,52.0,66.0,43,48
89,64,77,84,59,82,85,39,77,80,60,76,75,50,74,88.0,46.0,86.0,42,43
91,63,81,76,63,78,85,52,77,86,80,72,78,78,72,87.0,57.0,96.0,52,49
85,70,81,81,62,74,84,58,77,81,69,78,77,63,80,84.0,61.0,88.0,47,45
89,71,77,86,65,81,89,68,78,82,73,72,82,72,74,92.0,58.0,89.0,48,36
88,77,88,77,64,85,74,64,84,80,77,76,69,69,78,76.0,62.0,78.0,49,50
84,55,76,85,55,78,81,60,75,80,62,75,73,60,74,90.0,58.0,91.0,47,36
85,62,82,83,59,80,91,56,81,87,64,81,83,63,84,96.0,60.0,89.0,54,51
91,72,76,80,66,74,75,54,68,87,61,64,89,63,72,91.0,61.0,93.0,45,34
97,79,87,95,77,85,96,69,85,94,74,77,90,78,83,92.0,61.0,99.0,52,54
91,62,83,91,71,83,87,64,82,85,69,82,85,66,82,89.0,61.0,84.0,51,49
82,76,75,81,72,70,82,73,71,69,78,70,72,72,80,88.0,58.0,76.0,51,38
68,49,67,66,46,59,53,43,72,64,48,74,63,53,70,75.0,62.0,76.0,39,40
82,62,87,78,60,84,70,60,81,75,62,81,85,56,77,88.0,63.0,85.0,43,42
78,78,86,81,70,75,78,66,73,78,70,72,84,60,70,95.0,61.0,87.0,48,48
79,75,80,79,68,77,73,70,81,76,66,81,66,63,74,85.0,65.0,89.0,52,50
81,62,81,77,62,75,83,53,82,80,61,84,95,50,80,96.0,63.0,88.0,47,51
86,72,77,83,58,76,78,68,78,88,77,80,70,76,73,93.0,64.0,85.0,52,48
64,58,73,66,68,75,62,49,74,74,71,76,85,65,67,93.0,65.0,88.0,44,42
67,74,78,67,67,74,71,63,72,80,69,75,58,62,71,77.0,68.0,85.0,49,44
79,86,78,71,84,71,59,74,76,61,74,76,60,66,67,77.0,68.0,77.0,42,40
73,59,80,81,65,85,79,71,83,79,73,72,78,70,76,92.0,69.0,84.0,49,50
59,62,75,61,61,70,64,64,73,66,65,69,85,58,71,90.0,69.0,82.0,49,49
78,76,84,83,84,80,83,74,78,87,74,76,85,84,78,88.0,67.0,79.0,54,53
83,72,86,87,77,91,91,72,86,92,71,87,98,77,84,98.0,68.0,89.0,51,49
88,80,84,88,77,82,81,72,77,87,79,76,84,75,71,97.0,69.0,86.0,50,48
67,71,81,69,73,72,73,60,71,68,68,71,71,57,67,92.0,78.0,84.0,41,40
76,90,85,80,84,79,81,79,73,88,83,74,81,82,67,94.0,79.0,75.0,51,38
68,86,83,83,78,81,66,76,82,78,90,83,74,78,76,93.0,84.0,82.0,53,50
91,98,91,91,87,86,87,93,86,89,92,86,89,95,81,99.0,87.0,86.0,55,56
49,56,75,51,53,66,34,51,51,34,51,53,74,45,58,60.0,60.0,84.0,35,33
72,57,76,69,35,67,57,45,68,64,61,67,98,53,62,86.0,61.0,80.0,35,35
90,76,77,88,60,74,84,61,80,81,65,71,79,65,77,94.0,66.0,87.0,46,47
91,72,75,95,73,78,87,73,75,89,69,75,86,71,74,86.0,63.0,82.0,50,37
94,70,83,90,68,79,86,63,78,83,72,74,81,64,79,89.0,64.0,92.0,45,45
97,83,94,90,78,89,94,67,85,94,87,89,91,90,86,93.0,67.0,99.0,56,56
80,62,76,81,62,77,80,56,74,81,65,72,78,64,74,90.0,72.0,88.0,45,35
85,75,84,85,71,80,83,66,77,88,77,74,83,75,78,88.0,71.0,94.0,53,39
92,70,75,86,66,66,93,69,66,91,60,59,87,59,66,93.0,74.0,86.0,47,46
92,82,78,91,69,81,93,73,78,91,75,67,87,74,72,94.0,83.0,84.0,47,35
88,88,82,93,77,83,88,74,80,92,86,78,87,87,77,92.0,85.0,79.0,52,38
91,95,85,95,85,87,92,92,86,91,91,84,86,96,87,92.0,91.0,80.0,59,58
86,79,68,93,82,80,90,84,78,87,86,69,85,90,58,99.0,92.0,91.0,54,39
95,85,84,94,81,80,89,82,85,97,91,80,91,87,82,100.0,90.0,100.0,54,40
89,79,84,88,77,88,90,78,77,90,86,76,85,90,72,95.0,90.0,84.0,54,40
91,77,84,93,75,80,94,85,76,90,83,77,89,87,75,94.0,93.0,91.0,56,53
91,92,86,86,83,82,88,89,85,86,92,80,82,91,80,93.0,93.0,92.0,57,57
97,83,91,92,79,85,93,71,90,92,86,88,87,86,84,97.0,92.0,96.0,51,52
94,80,87,94,85,91,95,93,86,93,98,85,90,94,82,90.0,93.0,80.0,58,54
90,66,81,86,58,76,83,48,73,72,48,66,69,48,70,85.0,58.0,96.0,37,40
67,56,71,55,45,66,61,55,72,54,55,61,78,35,62,34.0,27.0,80.0,36,35
2,0,0,1,0,1,57,60,81,51,61,74,86,47,69,67.0,39.0,87.0,42,41
82,65,85,83,62,78,86,64,73,87,76,70,64,59,64,91.0,49.0,75.0,45,46
67,64,71,72,58,56,68,53,79,71,73,66,73,61,70,83.0,52.0,85.0,44,33
82,63,85,79,64,82,74,63,77,75,63,69,69,52,77,89.0,50.0,87.0,50,48
78,63,81,70,65,74,64,61,70,62,62,59,75,54,66,85.0,53.0,90.0,45,41
67,57,62,59,62,57,62,68,48,56,66,45,80,63,62,54.0,55.0,84.0,38,26
63,70,75,61,66,70,60,69,70,64,67,73,80,57,77,81.0,60.0,93.0,45,45
65,69,88,64,61,75,68,59,76,60,72,70,99,61,67,83.0,61.0,75.0,44,45
77,77,75,78,64,71,74,62,71,79,67,73,84,56,70,92.0,58.0,89.0,48,42
85,63,78,82,67,80,76,72,79,74,66,77,79,62,72,92.0,61.0,87.0,47,47
85,72,75,87,73,77,95,65,77,95,72,77,77,61,75,93.0,59.0,82.0,51,49
59,64,71,52,61,65,54,61,67,53,62,76,71,54,64,79.0,59.0,84.0,43,43
67,65,79,62,58,78,71,60,84,72,73,86,101,65,74,91.0,62.0,85.0,48,47
69,66,79,63,60,75,55,45,71,57,66,69,81,63,63,86.0,58.0,84.0,44,42
72,73,80,73,60,69,67,56,72,63,67,64,61,49,69,83.0,58.0,82.0,39,39
74,81,80,72,76,74,79,77,79,70,81,74,88,64,69,80.0,59.0,82.0,46,34
74,72,75,76,63,75,68,61,72,67,69,68,80,68,70,79.0,59.0,76.0,49,46
