編號,地段位置或門牌,社區簡稱,交易日期,總價(萬元),單價(萬元/坪),總面積(坪),主建物佔比,型態,屋齡,樓別/樓高,主要用途,交易標的,交易筆棟數,建物現況格局,車位總價(萬元),管理組織,電梯,備註,,
504,北區長北街４２號四樓之２,,113/03/31,765,39.7,19.27,64.96%,華廈(10層含以下有電梯),1,四層/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,,,有,有,土地售價：229萬5000元；建物售價：535萬5000元。,,
505,北區海安路三段８１０號六樓之６,遠雄新源邸,113/03/07,"1,265",43.6,29.03,61.74%,住宅大樓(11層含以上有電梯),4,六層/二十四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳2衛,,有,有,,,
506,北區中華北路一段２６３巷１７號,,113/03/04,"3,350",,83.97,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳6衛,,無,無,其他增建;,,
507,北區南園街１２７巷１５１弄６２號,夏綠地,113/03/30,"1,430",,55.29,,透天厝,29,全/四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,5房3廳4衛,,有,無,陽台外推;夾層;,,
508,北區公園南路３６１號三樓之２,金生金室大樓,113/03/01,600,26.4,22.69,66.61%,住宅大樓(11層含以上有電梯),17,三層/十四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,,,
509,北區北門路三段２７巷１１號四樓之３,大道新城(二區),113/03/16,"1,010",23,43.83,59.00%,住宅大樓(11層含以上有電梯),21,四層/十三層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
510,北區開元路７３巷１０２之２號,,113/03/08,860,,37.88,,透天厝,49,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳3衛,,無,無,,,
511,北區小東路３０７巷８弄３６號,,113/03/26,"2,338",,53.49,,透天厝,2,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳4衛,,有,無,土地款1520萬、建物款818萬其他增建;,,
512,北區中華北路一段１０５巷４６號六樓之８,南台儷園,113/03/25,870,22.5,38.71,60.83%,華廈(10層含以下有電梯),29,六層/八層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
513,北區北成路３４５號四樓之２,太子西雅圖,113/03/17,850,29.4,28.88,68.12%,華廈(10層含以下有電梯),18,四層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,親友、員工、共有人或其他特殊關係間之交易;,,
514,北區大興街３５５巷５７號,,113/03/16,780,,24.16,,透天厝,45,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,無,無,陽台外推;,,
515,北區文賢一路１８２巷６弄２０號,,113/03/02,"1,080",,31.48,,透天厝,23,全/四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,4房2廳3衛,,無,無,其他增建;,,
516,北區大武街５２５巷１４號,,113/03/13,100,,13.85,,透天厝,43,全/二層,住家用,建物,土:0 建物:1 車位:0,3房1廳2衛,,無,無,土地為向仁愛之家租賃使用;建物坐落地號：康祥段192地號;親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;其他增建;,,
517,北區文賢路７５９巷１號,,113/03/19,530,,39.88,,透天厝,42,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房1廳3衛,,無,無,,,
518,北區北成路２２號十三樓之１,超級贏家,113/03/21,"1,350",21.1,64.02,71.43%,住宅大樓(11層含以上有電梯),24,"十三層,十四層/十四層",住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,5房2廳3衛,,有,有,,,
519,北區北門路二段５２７巷７號十一樓之１,,113/03/04,"1,050",24.1,43.57,60.33%,住宅大樓(11層含以上有電梯),20,十一層/十一層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
520,北區和緯路四段９５巷３５號三樓,,113/03/16,430,15.1,28.51,75.38%,公寓(5樓含以下無電梯),42,三層/五層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳1衛,,無,無,陽台外推;(包含)公共設施保留地(用地);,,
521,北區公園路１３４號二樓之５,,113/03/30,276,28.7,9.62,75.38%,華廈(10層含以下有電梯),35,二層/十層,住家用,房地(土地+建物),土:2 建物:1 車位:0,1房1廳1衛,,有,有,,,
522,北區南園街４９巷４７號,,113/03/29,480,,23.77,,透天厝,53,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,無,無,,,
523,北區公園路１３４號七樓之１８,,113/03/21,250,24.3,10.27,75.24%,華廈(10層含以下有電梯),35,七層/十層,住家用,房地(土地+建物),土:2 建物:1 車位:0,1房1衛,,有,有,陽台外推;,,
524,北區公園南路３７０巷６號八樓之５,皇龍太皇園,113/03/10,615,25.8,23.81,65.79%,住宅大樓(11層含以上有電梯),28,八層/十八層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,,,
525,北區成功路２２巷３８號,,113/03/29,650,,5.91,,透天厝,58,全/一層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房1廳2衛,,無,無,頂樓加蓋;其他增建;,,
526,北區南園街１２７巷１５９號二樓之３,,113/03/04,840,37.4,29.93,67.87%,華廈(10層含以下有電梯),,二層/四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,150,有,有,,,
527,北區文成二路２３５號二樓之５,,113/03/07,"1,520",37.3,40.77,59.01%,住宅大樓(11層含以上有電梯),1,二層/十三層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
528,北區北園街８巷２８號七樓之７,世紀之門,113/03/08,710,23,30.82,59.66%,住宅大樓(11層含以上有電梯),16,七層/十九層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,1房1廳1衛,,有,有,,,
529,北區長榮路五段４１巷７２號十一樓之１,長榮新城,113/03/16,"1,158",25.7,45.14,59.17%,住宅大樓(11層含以上有電梯),21,十一層/十四層,住家用,房地(土地+建物)+車位,土:2 建物:1 車位:1,3房2廳2衛,,有,有,,,
530,北區公園南路３７０巷１０號,皇龍太皇園,113/03/09,845,24.8,34.05,80.38%,住宅大樓(11層含以上有電梯),28,"一層,二層,騎樓,夾層/十八層",住商用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳2衛,,有,有,,,
531,北區南園街１２７巷１５９號三樓之５,,113/03/05,668,37.1,17.99,69.65%,華廈(10層含以下有電梯),,三層/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,,,
532,北區海安路三段８６８號二十二樓之１,國泰文林硯,113/03/24,"3,800",38.9,97.81,63.81%,住宅大樓(11層含以上有電梯),6,二十二層/二十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:2,4房2廳3衛,,有,有,,,
533,北區開元路９０巷１５號五樓之２,,113/03/07,270,8.9,30.30,77.31%,公寓(5樓含以下無電梯),41,五層/五層,住家用,房地(土地+建物),土:4 建物:1 車位:0,3房2廳2衛,,無,無,,,
534,北區開元路５２３號二十一樓之２,成大城,113/03/19,710,29.9,23.78,60.85%,住宅大樓(11層含以上有電梯),8,二十一層/二十四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,2房1廳1衛,,有,有,,,
535,北區文賢路３１３巷５９號,,113/03/29,"2,708",,58.56,,透天厝,1,全/四層,住商用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳4衛,,無,無,,,
536,北區大武街６４５號,,113/03/21,539.98,,41.45,,透天厝,38,全/二層,住商用,建物,土:0 建物:1 車位:0,5房2廳2衛,,無,無,土地為向仁愛之家租賃使用;建物坐落地號：康祥段91地號;頂樓加蓋;,,
537,北區開元路５１９號十樓之１１,成大城,113/03/25,855,27.3,31.28,61.53%,住宅大樓(11層含以上有電梯),8,十層/二十四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,2房1廳1衛,,有,有,,,
538,北區北成路１８３號六樓之９,翡麗,113/03/25,830,31.7,26.17,57.30%,住宅大樓(11層含以上有電梯),7,六層/十四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房1廳1衛,,有,有,,,
539,北區北門路二段１９１巷３號四樓,,113/03/16,317,11.5,27.53,65.76%,公寓(5樓含以下無電梯),42,四層/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳1衛,,無,無,其他增建;,,
540,北區文成一路８６號十二樓之１,,113/03/30,"1,872",41.9,46.68,60.05%,住宅大樓(11層含以上有電梯),1,十二層/十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳2衛,165,有,有,,,
541,北區公園路４５１巷６７弄１０號五樓之２,,113/03/27,160,4.8,33.27,90.22%,公寓(5樓含以下無電梯),40,五層/五層,住家用,建物,土:0 建物:1 車位:0,3房2廳2衛,,無,無,土地為仁愛之家所有;建物坐落地號：正興段1021-5地號;,,
542,北區東豐路２２７巷１２號七樓之３,世界成功大廈,113/03/23,750,33.2,28.99,58.82%,住宅大樓(11層含以上有電梯),13,七層/十三層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,1房1廳1衛,150,有,有,,,
543,北區文成一路８６號十二樓之２,,113/03/22,"1,880",42.5,46.37,59.99%,住宅大樓(11層含以上有電梯),1,十二層/十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳2衛,165,有,有,,,
544,北區公園南路３６２巷２２號五樓之１,皇龍第一園,113/03/25,800,20.2,39.62,64.04%,住宅大樓(11層含以上有電梯),29,五層/二十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
545,北區開元路５１７號七樓之７,成大城,113/03/04,760,25.2,30.16,60.84%,住宅大樓(11層含以上有電梯),8,七層/二十四層,住家用,房地(土地+建物)+車位,土:3 建物:1 車位:1,2房1廳1衛,,有,有,親友、員工、共有人或其他特殊關係間之交易;,,
546,北區西門路四段３３０巷３４號,,113/03/15,650,,39.72,,透天厝,40,全/三層,住商用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;其他增建;,,
547,北區開元路４８５巷２１號九樓之３,南台比佛利大樓,113/03/06,580,17.4,33.25,73.37%,住宅大樓(11層含以上有電梯),25,九層/十四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,有,有,,,
548,北區文成二路２１２巷２３弄２２號,,113/03/03,"1,980",,63.95,,透天厝,18,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳4衛,,無,無,陽台外推;頂樓加蓋;其他增建;,,
549,北區南園街１２７巷１５９號四樓之６,,113/03/05,710,36.4,19.51,71.91%,華廈(10層含以下有電梯),,四層/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,,,
550,北區成功路３８８號四樓之５,興南大廈,113/03/24,285,24.3,11.71,74.45%,住宅大樓(11層含以上有電梯),41,四層/十二層,商業用,房地(土地+建物),土:1 建物:1 車位:0,1房1廳1衛,,有,有,,,
551,北區開元路４８５巷４１弄６號十一樓之６,桂花鄉大樓,113/03/26,770,28.4,27.14,73.16%,住宅大樓(11層含以上有電梯),23,十一層/十四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,有,有,,,
552,北區西門路四段３３０巷５４號,大北公園新座,113/03/16,920,,79.80,,透天厝,29,全/四層,住商用,建物,土:0 建物:1 車位:0,4房3廳4衛,,無,無,建物坐落地號：正興段501地號;其他增建;地上權房屋;,,
553,北區開南街２１６號二樓之１,,113/03/24,"2,333",48.5,52.01,61.38%,住宅大樓(11層含以上有電梯),1,二層/十五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,4房2廳2衛,170,有,有,土地總價新台幣1297.8萬元整；建物總價新台幣865.2萬元整；車位總價新台幣170萬元整。,,
554,北區成功路６００巷２１號二樓之８,,113/03/10,173,21.3,8.10,56.40%,華廈(10層含以下有電梯),34,二層/五層,住家用,房地(土地+建物),土:3 建物:1 車位:0,1房1廳1衛,,無,有,陽台外推;,,
555,北區公園南路３５７號十樓之１,金生金室大樓,113/03/08,"1,088",33.1,32.85,67.27%,住宅大樓(11層含以上有電梯),17,十層/十四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,有,有,,,
556,北區公園南路３４５號十樓之１,站前CASA大樓,113/03/22,"2,784",29,96.08,65.17%,住宅大樓(11層含以上有電梯),15,十層/十四層,住家用,房地(土地+建物)+車位,土:2 建物:1 車位:1,4房2廳3衛,,有,有,,,
557,北區文賢路２１８巷４４號,,113/03/30,"1,068",,54.04,,透天厝,43,全/三層,住商用,房地(土地+建物),土:2 建物:1 車位:0,8房3廳5衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
558,北區東豐路４５１巷１弄３號,,113/03/24,"1,320",,40.34,,透天厝,44,全/三層,,房地(土地+建物),土:1 建物:1 車位:0,6房1廳6衛,,無,無,頂樓加蓋;其他增建;,,
559,北區小北路２７巷６１弄８號,,113/03/14,200,,26.47,,透天厝,58,全/二層,住家用,建物,土:0 建物:1 車位:0,5房1廳4衛,,無,無,土地為向仁愛之租賃使用;建物坐落地號：正興段1021-5地號;頂樓加蓋;,,
560,北區南園街１２７巷１５９號三樓之３,,113/03/05,825,36.6,29.93,67.87%,華廈(10層含以下有電梯),,三層/四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,150,有,有,,,
561,北區南園街１２７巷１５９號二樓之５,,113/03/29,675,37.5,17.99,69.65%,華廈(10層含以下有電梯),1,二層/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,,,
562,北區開元路５０１號五樓之３,成大城,113/03/22,750,30.2,24.80,58.74%,住宅大樓(11層含以上有電梯),8,五層/二十四層,住家用,房地(土地+建物),土:3 建物:1 車位:0,2房1廳1衛,,有,有,,,
563,北區北園街８巷２８號三樓之７,世紀之門,113/03/26,618,24,25.79,59.66%,住宅大樓(11層含以上有電梯),16,三層/十九層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,,,
564,北區長北街１２５號四樓之４,,113/03/26,750,23,32.58,61.67%,華廈(10層含以下有電梯),31,四層/八層,住家用,房地(土地+建物)+車位,土:2 建物:1 車位:1,3房2廳2衛,,有,有,親友、員工、共有人或其他特殊關係間之交易;,,
565,北區開元路７３巷６８弄１２號,,113/03/19,660,,21.22,,透天厝,,全/一層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
566,北區公園路１０７４巷２０弄１０號,,113/03/23,538,,25.62,,透天厝,50,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳1衛,,無,無,頂樓加蓋;其他增建;未登記建物;,,
567,北區公園路５０９巷１９號五樓之１,鳳凰大樓,113/03/12,390,13.9,28.01,72.57%,華廈(10層含以下有電梯),42,五層/六層,住家用,房地(土地+建物),土:3 建物:1 車位:0,2房2廳1衛,,有,有,,,
568,北區大興街２３３巷２０弄３８號,,113/03/27,703,,22.49,,透天厝,48,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳2衛,,無,無,頂樓加蓋;其他增建;,,
569,北區開元路５１７號九樓之８,成大城,113/03/30,"1,188",26.3,45.19,59.88%,住宅大樓(11層含以上有電梯),8,九層/二十四層,住家用,房地(土地+建物)+車位,土:3 建物:1 車位:1,3房2廳2衛,,有,有,,,
570,北區公園路３７７巷６弄１０號,,113/03/30,"2,200",,76.80,,透天厝,15,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳4衛,,無,無,頂樓加蓋;其他增建;,,
571,北區育德二路８０９巷２０號,,113/03/30,"3,900",,121.85,,透天厝,15,全/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,6房3廳6衛,,無,有,,,
572,北區北園街１６３號,,113/03/09,825,,35.62,,透天厝,44,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳3衛,,無,無,,,
573,北區和緯路四段９５巷１６號四樓,,113/03/31,450,16.7,26.90,74.63%,公寓(5樓含以下無電梯),42,四層/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳1衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,,
574,北區開元路５２３號十九樓之８,成大城,113/03/30,"1,180",25.2,46.75,58.28%,住宅大樓(11層含以上有電梯),8,十九層/二十四層,住家用,房地(土地+建物)+車位,土:3 建物:1 車位:1,3房2廳2衛,,有,有,,,
575,北區北成路５１０號十樓之３,太子文元,113/03/09,"1,080",31.1,34.70,66.22%,住宅大樓(11層含以上有電梯),15,十層/十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
576,北區海安路三段７９８號二十三樓之１,文海硯,113/03/29,"3,510",40.3,87.20,65.86%,住宅大樓(11層含以上有電梯),7,二十三層/二十四層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:2,3房2廳2衛,,有,有,,,
577,北區長北街４２號五樓之１,,113/03/04,"1,113",46.1,26.10,65.42%,華廈(10層含以下有電梯),1,五層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,105,有,有,"土地售價：300萬9000元；建物售價：597萬1000元；車位售價：105萬元。含裝潢費1,100,000元;",,
