10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3,學校,入學管道
76,76,80,79,74,72,74,78,74,74,72,74,1,84,59,86,76,67,46,46,國立成功大學,考試分發
78,79,86,76,79,85,76,73,83,83,77,81,75,78,78,94,76,86,51,51,國立中央大學,個人申請
79,76,83,75,64,77,77,57,77,74,66,76,79,77,81,87,80,89,43,44,國立臺灣師範大學,考試分發
72,84,73,76,67,57,70,70,54,80,64,64,74,78,72,60,81,88,47,45,國立中山大學,考試分發
72,74,74,71,58,59,67,61,74,66,70,75,69,87,71,86,81,93,52,50,國立臺灣師範大學,考試分發
76,84,80,77,73,74,86,70,74,84,79,73,85,82,79,92,85,93,54,49,國立陽明交通大學,考試分發
78,81,76,83,73,78,88,76,73,87,82,71,71,77,72,93,81,88,46,43,國立中興大學,考試分發
82,87,81,89,86,78,83,80,73,74,72,55,82,85,78,96,83,73,53,52,國立臺灣大學,考試分發
63,75,69,65,69,66,57,77,74,70,78,74,71,78,65,88,86,82,48,42,國立中興大學,考試分發
75,79,78,77,78,75,78,70,81,77,70,75,73,79,75,92,85,92,47,48,國立成功大學,考試分發
89,86,88,89,76,85,83,78,88,83,79,91,89,87,88,95,86,95,57,56,國立臺灣大學,個人申請
65,78,80,71,88,75,69,76,78,74,85,75,79,89,72,80,91,85,48,45,國立中興大學,考試分發
61,82,73,67,75,71,66,75,75,73,83,68,86,86,71,87,91,70,50,38,國立成功大學,考試分發
67,70,81,72,62,87,72,78,88,84,84,86,91,87,83,94,93,93,56,54,國立陽明交通大學,個人申請
84,92,79,78,83,79,82,89,78,86,92,80,76,87,78,81,96,80,51,38,國立成功大學,考試分發
70,56,70,74,52,53,62,41,71,68,53,66,72,44,69,69,42,88,39,38,-,-
54,65,76,52,66,70,52,65,62,57,68,66,83,64,59,63,43,63,39,35,淡江大學,個人申請
70,58,79,67,60,70,63,66,85,62,53,77,66,51,76,68,49,73,40,28,國立屏東大學,個人申請
76,73,80,68,66,79,76,66,79,67,69,72,78,59,75,88,51,77,41,30,國立臺南大學,考試分發
64,65,73,66,73,71,64,68,62,61,75,53,77,61,61,66,55,76,41,36,國立暨南國際大學,個人申請
86,80,79,87,68,75,79,67,78,80,74,74,85,70,70,94,53,86,50,48,國立中興大學,個人申請
77,66,79,70,58,67,81,55,73,81,70,78,80,62,74,88,60,92,54,49,國立清華大學,個人申請
61,70,77,63,64,73,60,72,64,61,80,59,75,59,68,73,65,63,46,39,國立臺灣師範大學,個人申請
72,75,84,72,59,80,70,58,75,72,73,77,87,58,68,78,67,91,41,30,國立彰化師範大學,考試分發
89,74,59,79,67,64,71,67,62,77,74,48,70,65,61,58,68,64,47,44,國立成功大學,考試分發
67,69,82,63,65,83,65,64,72,69,73,72,89,74,73,78,69,85,49,46,國立中興大學,個人申請
71,69,78,67,58,73,75,64,69,72,65,68,79,64,75,81,55,90,49,37,國立中山大學,個人申請
67,62,68,64,54,67,68,56,55,69,59,59,64,58,65,85,59,80,43,34,逢甲大學,考試分發
82,65,77,77,59,67,76,51,68,73,67,64,80,58,72,85,61,94,53,51,國立中興大學,個人申請
28,28,39,34,30,31,33,26,33,36,33,45,74,41,51,26,57,83,19,23,-,-
61,76,76,67,72,64,64,69,81,68,75,74,101,70,77,83,59,97,47,46,臺北醫學大學,考試分發
69,73,80,66,68,72,63,64,72,68,63,70,66,66,79,88,60,94,48,47,國立彰化師範大學,考試分發
83,72,86,81,63,77,85,65,76,86,65,74,76,70,76,86,60,84,47,35,國立中山大學,個人申請
63,70,72,61,74,76,60,76,71,59,81,70,65,62,69,69,62,86,45,33,國立臺灣師範大學,個人申請
76,72,80,71,64,81,72,61,78,75,66,74,86,73,80,90,62,87,50,49,國立臺灣師範大學,個人申請
44,68,63,46,69,65,43,72,68,45,73,64,71,71,72,48,61,84,40,38,輔仁大學,考試分發
59,73,75,61,60,69,53,63,62,52,61,63,93,67,71,77,62,84,40,37,逢甲大學,個人申請
74,65,81,67,68,70,78,75,74,74,73,73,72,73,74,84,64,86,48,45,國立中山大學,個人申請
63,59,76,65,52,76,65,70,70,67,80,60,86,60,76,73,63,95,45,33,國立高雄師範大學,考試分發
72,64,82,72,56,75,74,65,69,82,75,77,82,70,74,91,68,93,49,49,國立政治大學,考試分發
75,81,85,75,69,78,72,69,76,71,77,71,75,66,78,89,64,91,48,48,國立中興大學,考試分發
87,66,82,89,69,71,86,68,70,82,74,75,61,75,66,88,74,68,50,47,國立成功大學,個人申請
58,69,66,64,66,62,63,63,71,70,68,73,74,64,64,91,73,63,50,48,國立成功大學,個人申請
74,84,76,82,79,76,83,72,77,79,80,72,70,74,61,78,75,38,48,36,東海大學,考試分發
74,66,80,69,71,71,79,72,78,80,77,76,76,79,65,92,75,62,50,36,國立陽明交通大學,個人申請
82,72,80,83,68,78,76,76,73,74,77,74,73,73,71,76,77,89,50,46,國立成功大學,考試分發
78,84,80,80,82,78,79,78,76,76,78,66,90,88,69,95,84,96,51,38,國立清華大學,個人申請
80,71,79,67,67,75,64,65,73,63,66,67,82,67,60,82,86,62,44,42,國立中山大學,考試分發
91,89,87,85,89,86,88,80,77,87,82,81,91,86,70,97,83,95,55,51,國立成功大學,個人申請
91,89,92,89,82,89,91,85,90,98,86,87,92,93,88,99,87,96,59,58,國立臺灣大學,個人申請
80,77,79,78,58,69,72,75,78,86,80,79,71,74,68,93,85,69,52,39,國立成功大學,考試分發
84,79,91,82,77,85,80,82,86,89,80,86,76,81,83,92,88,94,56,41,國立陽明交通大學,個人申請
89,92,85,93,85,82,91,89,88,88,88,82,100,92,86,101,89,94,58,43,國立臺灣大學,個人申請
66,68,79,60,59,75,47,49,74,30,53,74,71,34,42,60,47,24,29,32,-,-
65,66,83,64,52,73,53,37,77,56,62,76,75,44,51,70,61,88,38,28,-,-
68,53,71,67,62,64,66,65,73,64,63,67,58,51,50,78,62,61,39,29,國立嘉義大學,個人申請
82,80,86,87,73,76,79,79,80,80,78,80,75,72,74,1,60,2,47,46,國立成功大學,考試分發
70,58,65,77,58,53,71,46,64,61,50,60,81,46,52,83,52,83,46,38,國立高雄師範大學,考試分發
64,72,77,63,66,69,60,57,76,69,70,72,78,51,67,74,55,80,46,46,國立高雄大學,考試分發
80,78,71,76,71,67,74,69,62,72,76,68,65,66,60,89,52,82,45,32,逢甲大學,個人申請
50,58,76,46,60,70,40,35,59,39,39,43,79,54,65,62,61,80,41,27,國立高雄大學,個人申請
62,83,73,72,75,65,62,68,63,63,80,65,72,66,63,59,61,82,38,26,逢甲大學,考試分發
69,68,78,71,66,75,62,59,83,58,66,79,69,61,73,66,61,77,40,28,國立臺中教育大學,個人申請
71,63,67,68,58,61,64,60,67,69,58,68,61,72,61,49,58,82,36,36,國立屏東大學,考試分發
67,58,81,71,58,73,72,56,67,74,60,66,88,61,60,85,64,86,34,34,國立高雄大學,考試分發
73,76,74,67,70,73,70,72,76,73,74,74,80,72,71,75,66,84,51,37,國立臺灣大學,個人申請
58,52,71,67,62,69,61,52,63,61,67,55,78,61,69,77,66,88,40,42,國立嘉義大學,考試分發
72,88,76,63,65,64,56,76,79,53,68,76,79,66,67,74,70,80,43,42,國立高雄師範大學,考試分發
71,63,60,72,50,58,66,64,72,67,63,68,78,66,66,79,70,83,49,43,國立臺灣師範大學,個人申請
79,76,85,74,68,75,63,68,77,65,64,69,99,64,78,82,71,87,49,46,國立中山大學,個人申請
83,63,83,79,72,71,81,55,71,80,63,69,86,68,76,89,69,85,49,48,國立臺灣科技大學,科大申請
84,77,85,80,65,81,84,63,75,81,65,81,83,66,69,79,72,81,49,38,國立成功大學,考試分發
75,63,87,81,77,84,72,70,73,76,76,68,78,70,68,76,71,87,44,32,國立陽明交通大學,個人申請
50,63,73,51,65,71,37,51,62,45,53,74,94,61,72,68,70,89,39,28,國立臺北教育大學,個人申請
82,80,81,83,71,61,86,73,77,82,81,73,87,72,70,77,70,85,49,47,國立中興大學,考試分發
63,73,71,65,66,62,69,59,63,62,68,54,64,65,63,81,74,87,47,35,國立中央大學,個人申請
68,74,74,66,72,73,67,70,69,76,79,72,76,73,68,93,76,92,48,35,國立中央大學,個人申請
72,82,75,71,67,74,79,69,74,72,63,68,77,68,71,68,73,83,44,32,國立中山大學,考試分發
74,78,80,75,74,65,71,66,75,73,74,71,88,70,65,69,75,83,46,35,國立中央大學,考試分發
85,73,88,84,76,81,85,70,72,84,71,68,82,72,70,81,72,86,45,33,國立中興大學,考試分發
68,67,77,66,62,73,70,53,78,70,56,72,81,74,67,73,80,88,49,36,國立臺灣大學,考試分發
78,79,76,77,74,75,86,76,78,86,77,74,93,75,69,90,84,84,53,39,國立臺灣大學,個人申請
82,87,73,80,83,76,71,81,68,74,78,76,74,84,62,77,82,78,51,47,國立成功大學,考試分發
75,81,74,77,75,66,71,68,65,74,71,76,92,77,70,71,85,85,47,45,國立成功大學,考試分發
61,66,68,58,71,65,60,65,65,64,75,67,78,67,68,81,70,84,45,45,國立成功大學,個人申請
72,81,80,71,74,74,75,65,69,74,76,68,77,78,76,79,72,92,49,37,國立成功大學,個人申請
92,54,70,91,63,60,93,65,66,91,71,61,76,72,72,91,72,86,50,37,-,-
79,64,77,84,62,77,86,66,75,88,73,73,78,78,73,87,71,84,50,36,國立成功大學,考試分發
65,68,67,61,73,67,61,69,63,69,76,68,82,66,68,88,72,84,48,47,國立成功大學,考試分發
75,86,79,81,74,79,84,77,79,84,76,73,82,79,83,79,74,94,55,52,國立陽明交通大學,個人申請
72,67,88,68,71,80,76,67,76,75,76,76,80,73,81,72,77,94,50,47,國立成功大學,個人申請
82,87,85,82,79,84,81,73,75,80,89,71,92,78,79,84,78,96,52,37,國立陽明交通大學,個人申請
86,81,90,81,79,90,83,75,82,83,77,77,79,80,80,81,79,87,50,49,國立陽明交通大學,考試分發
67,81,75,65,84,75,66,76,75,73,79,74,78,84,75,77,82,89,50,47,國立成功大學,考試分發
86,93,86,84,83,77,86,84,84,85,88,77,81,92,79,88,84,93,53,49,國立臺灣大學,個人申請
86,81,89,85,71,80,84,73,75,87,79,78,84,85,85,99,81,95,56,52,國立清華大學,個人申請
78,80,80,77,75,74,79,85,80,85,82,77,82,87,73,87,91,86,54,39,-,-
90,88,87,93,95,85,94,101,80,90,96,75,69,98,85,86,96,92,53,39,國立臺灣大學,希望入學
73,64,79,66,54,73,64,65,78,63,68,71,72,46,69,62,44,61,45,47,國立成功大學,個人申請
67,70,78,63,56,60,77,64,78,77,66,72,69,50,65,88,48,79,47,33,國立高雄大學,個人申請
77,71,73,73,63,63,73,54,66,80,66,54,70,57,46,88,48,67,41,42,國立臺灣海洋大學,考試分發
77,68,83,80,59,69,81,66,73,77,69,69,65,65,58,85,54,69,43,30,國立臺灣海洋大學,考試分發
72,63,62,69,55,54,70,70,74,56,61,62,1,59,42,89,51,59,37,35,國立屏東大學,考試分發
66,58,69,64,59,59,62,59,63,67,67,68,80,57,52,87,54,82,45,44,-,-
87,72,78,83,61,63,84,61,69,82,67,68,72,62,55,90,52,61,48,35,-,-
71,77,90,69,74,91,55,70,79,52,70,81,73,63,74,60,62,86,45,45,國立臺灣師範大學,個人申請
74,79,81,79,72,74,68,72,69,64,78,62,69,52,66,73,63,86,39,40,-,-
65,82,75,59,69,64,58,65,70,64,74,65,94,69,70,71,66,88,44,32,國立成功大學,個人申請
88,74,81,84,70,75,76,61,77,77,72,82,94,66,74,94,69,93,53,53,國立臺灣大學,個人申請
51,67,71,44,57,49,33,62,50,32,65,49,78,59,53,58,71,94,39,31,國立臺南大學,考試分發
56,90,70,51,79,41,48,73,66,48,75,64,73,61,52,64,69,37,38,28,國立嘉義大學,考試分發
87,69,83,86,65,86,76,73,83,80,75,81,85,64,75,94,68,90,55,40,國立成功大學,個人申請
66,65,69,64,66,63,70,68,72,72,72,65,73,66,59,90,73,42,47,34,國立成功大學,考試分發
81,65,80,76,64,72,77,62,69,73,72,63,71,67,70,97,70,85,55,42,國立成功大學,個人申請
62,71,77,70,67,59,55,64,67,64,62,69,40,65,29,83,74,85,23,13,-,-
71,84,77,64,76,77,63,71,82,77,80,81,92,81,81,81,74,93,52,37,國立成功大學,考試分發
78,94,82,85,85,79,91,85,83,86,90,79,85,88,76,85,88,85,46,44,國立成功大學,考試分發
82,84,83,79,68,84,85,71,72,84,81,75,83,82,69,92,88,86,58,44,國立清華大學,個人申請
85,80,85,84,82,85,76,81,83,76,82,81,92,81,71,83,87,82,45,41,國立成功大學,個人申請
73,83,90,72,69,74,61,75,75,63,84,68,92,92,79,88,88,94,50,50,國立陽明交通大學,個人申請
92,91,87,84,86,89,92,79,81,89,90,76,84,82,75,89,88,88,55,54,國立陽明交通大學,考試分發
68,84,69,64,73,63,75,79,59,66,76,57,76,85,59,78,91,74,46,33,國立成功大學,考試分發
92,90,91,90,93,86,90,85,83,94,92,88,80,93,91,91,92,93,58,43,國立陽明交通大學,個人申請
53,69,73,51,54,71,52,40,70,47,46,65,78,53,63,71,58,85,29,27,中國文化大學,考試分發
45,71,66,42,62,65,40,42,73,40,44,67,71,41,72,67,32,81,36,37,國立屏東大學,考試分發
65,53,70,70,63,75,75,48,73,78,61,77,69,55,74,85,48,82,47,46,國立嘉義大學,考試分發
44,63,73,48,59,63,49,59,61,59,67,62,85,56,65,69,49,73,33,32,逢甲大學,考試分發
64,75,74,61,59,68,56,62,62,64,74,64,63,54,69,70,51,75,39,27,淡江大學,考試分發
89,67,84,81,57,76,79,61,65,84,69,65,73,60,74,1,54,88,41,42,長庚大學,考試分發
75,69,77,76,56,66,74,60,66,70,59,56,72,52,70,77,62,74,39,28,長榮大學,考試分發
82,73,75,77,67,76,63,64,61,64,76,60,92,62,67,73,59,82,52,42,國立成功大學,個人申請
76,78,76,71,71,71,79,65,71,77,82,62,78,69,73,85,59,83,45,33,國立成功大學,考試分發
77,60,79,72,59,74,74,52,71,73,61,69,69,50,79,95,62,86,45,34,國立臺北大學,考試分發
78,61,77,77,53,70,78,47,67,80,48,71,81,65,75,92,59,85,44,44,國立高雄師範大學,考試分發
61,72,79,66,58,78,69,59,73,76,61,70,63,56,69,77,64,80,42,31,國立中正大學,考試分發
71,62,75,74,66,80,70,58,69,70,66,63,77,68,68,75,68,83,44,45,國立嘉義大學,考試分發
88,72,83,82,59,73,78,65,71,81,73,62,75,74,59,89,68,68,51,45,國立中正大學,個人申請
75,76,77,74,71,75,76,59,74,75,59,78,90,73,84,88,68,86,47,46,國立成功大學,考試分發
75,75,88,79,64,66,82,48,71,82,71,72,85,61,76,86,73,93,44,47,國立中央大學,考試分發
84,70,87,78,61,78,72,66,74,77,58,70,83,77,66,83,73,81,49,47,國立中正大學,考試分發
83,67,75,77,59,79,70,74,71,71,71,68,79,70,65,88,73,83,45,45,國立臺南大學,考試分發
60,63,77,65,68,73,79,77,74,81,84,70,67,80,72,89,72,84,52,46,國立成功大學,個人申請
68,77,82,73,65,71,61,70,73,68,86,76,76,84,76,84,73,89,51,51,國立臺灣大學,個人申請
83,73,81,83,72,78,81,67,75,81,73,66,94,83,71,86,72,89,48,36,國立中興大學,考試分發
68,68,84,67,69,75,68,73,74,67,68,74,76,74,68,81,76,79,51,50,國立成功大學,考試分發
74,87,78,73,82,69,72,78,73,75,76,69,79,96,63,79,76,1,51,38,國立清華大學,考試分發
77,79,81,73,82,79,71,82,77,73,84,75,77,89,67,83,84,75,53,39,國立成功大學,個人申請
81,75,85,81,79,78,82,70,79,76,78,81,80,84,72,93,85,90,47,35,國立臺北大學,考試分發
94,88,93,90,90,89,91,87,94,92,89,93,99,100,87,97,96,100,58,43,國立成功大學,繁星推薦
60,68,66,56,54,62,47,58,56,43,58,54,55,61,43,49,49,67,28,21,-,-
58,65,68,59,52,39,64,47,62,70,72,66,78,66,59,72,57,74,41,43,國立高雄師範大學,考試分發
71,67,77,63,63,65,53,44,58,54,47,53,63,62,59,74,58,14,36,37,國立東華大學,考試分發
59,69,67,62,67,53,74,65,58,0,0,0,1,1,2,73,58,0,50,37,國立臺灣大學,考試分發
55,57,73,57,58,64,52,47,71,44,56,72,78,68,64,75,62,45,45,43,國立臺灣海洋大學,考試分發
74,74,80,62,79,67,61,62,67,69,67,68,70,77,65,81,60,72,47,45,國立臺北大學,個人申請
82,60,63,84,48,56,82,63,66,82,63,63,99,71,47,86,61,48,43,37,國立中央大學,考試分發
71,64,76,68,62,69,63,60,71,60,62,69,97,64,74,76,63,33,38,37,國立嘉義大學,考試分發
55,50,68,64,54,69,67,63,60,68,70,58,59,64,42,74,61,25,40,28,國立臺南大學,考試分發
61,63,71,58,59,69,60,47,73,72,56,78,6,0,0,52,65,2,35,28,-,-
66,70,74,70,62,75,53,63,61,65,63,59,72,70,59,64,66,0,40,30,-,-
69,75,72,66,59,60,71,72,67,61,80,61,86,68,48,76,66,7,47,34,國立彰化師範大學,考試分發
66,65,78,61,59,68,66,59,75,67,61,72,93,70,72,69,69,65,39,41,國立中興大學,考試分發
60,76,77,66,66,67,59,66,77,65,69,74,93,76,74,79,69,74,48,45,國立中山大學,個人申請
60,75,78,66,75,72,70,56,68,78,63,70,77,75,62,82,70,64,46,33,國立中山大學,考試分發
65,70,72,72,75,70,68,67,70,64,68,59,77,76,59,61,75,27,42,41,逢甲大學,考試分發
70,81,75,65,64,62,74,68,66,69,71,60,77,77,72,86,74,63,51,49,國立中央大學,個人申請
21,54,59,26,54,59,28,50,60,26,59,60,61,71,48,55,77,59,24,26,崑山科技大學,科大申請
56,66,66,68,60,63,80,71,61,85,76,58,62,70,58,86,75,47,43,31,國立中山大學,考試分發
75,74,80,80,70,73,75,68,72,71,70,77,64,75,71,81,77,46,52,38,國立中央大學,考試分發
81,73,79,82,72,80,69,74,72,74,81,73,92,73,69,83,73,85,51,47,國立中央大學,個人申請
85,60,77,77,61,71,70,67,76,69,78,76,80,85,68,80,76,84,48,45,國立高雄大學,考試分發
79,93,74,82,89,67,82,91,69,85,88,64,77,89,64,93,79,64,53,40,國立成功大學,考試分發
72,80,87,66,78,77,79,73,76,80,74,72,74,80,74,82,80,89,47,44,國立中山大學,考試分發
77,72,81,76,66,82,66,82,75,75,77,72,82,91,76,83,79,77,49,48,國立中山大學,個人申請
76,78,83,78,80,82,77,71,78,87,84,75,77,83,79,82,81,43,49,46,國立成功大學,考試分發
72,77,83,79,77,77,75,79,72,73,86,76,97,83,77,89,86,88,54,39,國立中央大學,個人申請
93,87,81,94,74,80,89,71,82,91,84,75,79,86,75,94,83,47,52,39,國立清華大學,考試分發
72,75,77,72,84,72,67,73,70,71,79,70,75,93,67,77,84,46,51,38,國立中山大學,考試分發
79,67,75,67,62,66,79,71,74,78,70,69,66,81,70,85,88,49,51,38,國立中山大學,考試分發
77,78,83,77,64,76,74,68,74,80,75,73,84,86,73,88,87,88,47,46,國立成功大學,考試分發
73,87,71,70,82,60,67,80,65,70,82,72,90,81,63,74,68,90,53,39,國立清華大學,考試分發
83,68,84,83,72,80,81,67,78,78,72,80,84,80,74,94,70,84,50,49,國立成功大學,考試分發
71,79,76,77,75,68,68,78,72,72,76,73,75,74,63,73,68,81,48,46,國立中山大學,個人申請
73,75,76,72,65,77,87,71,73,91,74,71,87,78,66,79,71,79,54,40,國立成功大學,個人申請
80,88,77,79,77,80,84,80,70,78,81,70,72,75,71,85,73,65,45,42,國立陽明交通大學,個人申請
87,77,81,87,72,72,77,80,80,85,72,72,70,75,75,83,75,82,46,33,國立臺灣師範大學,個人申請
73,72,84,71,63,78,71,73,77,77,73,77,96,78,75,87,80,83,51,50,國立成功大學,個人申請
80,80,82,81,77,84,77,78,76,76,73,74,73,81,71,1,76,79,50,47,國立臺灣大學,考試分發
72,75,72,70,70,70,70,74,70,70,76,65,70,74,72,77,81,86,51,44,國立成功大學,個人申請
67,81,88,65,72,78,67,81,72,78,81,76,81,71,73,80,83,84,50,45,國立成功大學,考試分發
84,69,84,85,81,82,87,76,76,89,86,78,88,84,81,96,83,72,55,40,國立陽明交通大學,個人申請
78,78,89,81,78,85,85,78,78,87,82,85,75,79,83,76,82,86,50,48,國立清華大學,考試分發
84,86,85,80,83,77,83,89,75,85,85,72,79,91,71,85,83,85,54,52,國立清華大學,考試分發
81,83,85,86,92,83,80,88,78,86,92,78,84,92,71,74,90,81,53,39,國立臺灣大學,考試分發
57,74,66,53,59,61,60,41,65,46,60,50,61,37,60,72,58,73,31,25,-,-
57,57,67,64,61,61,63,58,57,60,65,55,69,42,68,51,60,81,41,39,元智大學,個人申請
64,43,81,62,45,79,54,53,80,46,59,71,75,42,63,0,1,1,29,33,-,-
68,69,69,60,48,59,60,59,64,61,60,58,74,63,57,65,32,68,37,34,國立高雄師範大學,考試分發
55,69,74,47,64,67,45,45,69,50,44,67,68,43,59,63,35,76,39,41,國立聯合大學,考試分發
62,66,75,56,69,72,70,62,76,71,66,65,76,56,65,70,38,68,36,26,國立宜蘭大學,考試分發
82,75,79,72,67,67,66,59,73,72,62,71,69,61,65,76,44,50,50,47,國立成功大學,考試分發
52,63,75,51,61,66,45,53,67,50,50,66,76,49,70,67,41,76,34,36,輔仁大學,考試分發
71,52,80,64,50,76,57,55,76,58,65,74,100,52,70,74,41,62,41,42,國立台北大學,特教考試
61,49,73,60,42,62,54,55,79,45,64,74,82,51,67,77,47,75,37,38,淡江大學,考試分發
85,82,83,88,71,79,77,79,78,75,75,74,83,65,65,87,50,73,51,49,國立清華大學,個人申請
65,74,81,69,70,83,76,74,75,78,71,72,78,75,81,90,60,79,53,40,國立成功大學,個人申請
55,66,68,65,65,70,59,59,65,61,72,63,72,70,71,73,63,77,54,53,國立成功大學,個人申請
65,62,70,66,62,65,71,61,70,76,64,70,83,64,71,83,63,81,42,40,國立中正大學,考試分發
71,73,79,70,70,77,73,75,73,75,75,68,75,67,72,81,67,84,46,45,國立成功大學,考試分發
78,73,71,72,71,61,66,75,75,67,72,72,85,63,72,78,67,71,47,49,國立中央大學,個人申請
55,77,73,58,68,64,53,55,61,59,72,56,87,67,68,79,69,81,46,45,國立中興大學,個人申請
60,66,79,67,68,72,66,63,75,61,67,66,71,62,62,71,52,76,41,37,臺北市立大學,考試分發
70,66,79,65,64,75,65,53,80,54,60,75,68,47,72,82,55,81,42,30,國立嘉義大學,考試分發
70,51,70,65,53,68,71,42,77,75,53,65,72,60,64,84,54,80,43,42,元智大學,考試分發
77,64,75,79,64,81,71,63,75,72,69,76,79,68,67,82,56,59,51,48,國立成功大學,個人申請
65,60,71,63,61,51,67,47,53,71,62,50,75,59,60,80,62,83,47,35,國立臺北大學,個人申請
78,75,81,74,61,79,62,70,72,77,68,70,77,66,68,76,59,89,42,31,逢甲大學,個人申請
61,72,69,60,60,72,61,60,63,63,63,66,78,51,64,74,63,81,42,39,國立臺中教育大學,考試分發
73,80,76,67,68,80,70,63,68,73,82,73,82,85,71,89,62,89,50,36,國立陽明交通大學,個人申請
73,61,83,76,59,81,73,53,80,71,56,77,93,66,75,80,62,83,47,46,國立臺灣大學,個人申請
69,79,80,75,82,77,83,84,80,89,85,75,81,85,76,85,80,80,54,40,國立成功大學,個人申請
74,71,79,70,72,72,71,72,72,63,72,71,79,86,66,85,78,87,50,36,國立成功大學,考試分發
75,80,79,78,70,76,83,75,84,91,75,82,69,77,74,86,85,86,53,47,國立成功大學,考試分發
72,85,67,67,74,67,76,74,65,69,78,63,76,81,54,79,89,75,41,39,國立成功大學,考試分發
70,71,83,69,68,84,80,68,77,79,75,72,81,80,74,90,89,88,52,38,國立中山大學,個人申請
83,84,83,83,80,86,86,88,76,91,90,75,76,91,76,89,90,85,51,46,國立陽明交通大學,考試分發
88,88,81,85,82,77,81,82,72,84,79,66,82,90,64,94,92,88,51,49,國立臺灣大學,考試分發
88,83,85,85,76,81,87,81,77,87,90,74,81,88,80,94,94,90,55,55,國立清華大學,個人申請
73,70,81,79,65,83,75,65,67,72,66,62,82,60,65,80,64,83,43,43,國立高雄大學,個人申請
53,68,78,50,67,56,61,68,68,55,67,60,88,60,60,75,67,78,39,41,逢甲大學,個人申請
78,78,85,76,61,73,78,75,68,82,78,62,66,81,66,82,70,86,46,34,國立臺灣師範大學,考試分發
75,75,87,81,75,81,87,70,73,82,75,72,78,87,66,85,71,83,49,37,國立中正大學,個人申請
71,49,63,61,48,54,75,52,58,67,45,52,72,53,62,87,74,84,46,33,國立中興大學,考試分發
80,73,80,78,69,75,76,66,77,84,66,78,75,77,71,89,74,77,42,31,逢甲大學,考試分發
51,77,73,51,74,66,57,74,60,61,76,59,73,84,64,75,74,75,43,42,國立成功大學,考試分發
82,77,79,79,72,78,80,65,81,82,83,74,79,81,77,91,76,87,58,43,國立陽明交通大學,個人申請
62,70,78,70,76,69,73,72,77,78,82,75,84,80,65,92,75,79,52,37,國立清華大學,個人申請
52,71,72,66,62,74,71,64,71,73,69,73,93,79,64,82,79,85,50,48,國立臺灣大學,考試分發
77,71,89,78,67,76,71,72,75,76,77,76,76,78,71,85,78,83,47,46,國立政治大學,考試分發
79,77,90,82,74,83,82,80,80,88,84,77,78,90,80,82,90,91,51,51,國立臺灣大學,考試分發
86,75,93,86,72,90,92,77,85,90,75,84,87,85,78,85,90,83,53,54,國立清華大學,個人申請
84,90,86,81,95,82,82,84,77,84,89,76,58,98,68,85,93,83,55,49,國立臺灣大學,特殊選才
57,56,76,55,67,76,43,41,64,32,39,69,1,0,61,67,29,39,35,36,-,-
54,62,65,56,61,51,60,48,69,59,52,63,81,53,69,74,48,85,41,30,國立聯合大學,考試分發
60,62,68,60,54,57,65,55,70,66,56,67,27,48,63,78,52,77,37,38,-,-
64,61,83,64,66,76,63,63,80,62,75,70,79,75,74,84,53,85,49,48,國立中山大學,個人申請
51,68,78,49,60,53,46,53,73,52,52,76,75,68,70,69,58,75,41,30,國立雲林科技大學,科大申請
69,67,78,60,72,74,61,69,71,57,69,64,76,64,62,80,62,87,44,44,國立彰化師範大學,考試分發
73,71,79,73,68,75,61,53,55,71,72,69,88,72,69,77,61,85,45,43,國立臺灣科技大學,科大申請
58,79,78,59,60,65,64,63,71,66,66,70,73,48,66,82,61,84,48,46,國立成功大學,個人申請
76,69,75,70,58,66,72,62,68,78,70,59,70,62,64,85,59,83,40,42,國立中興大學,考試分發
82,68,74,80,50,68,78,68,72,75,69,71,76,48,69,77,58,82,44,43,國立中正大學,考試分發
71,81,87,74,84,83,84,74,76,79,70,81,79,76,77,88,60,84,54,53,國立陽明交通大學,個人申請
62,48,78,59,70,63,60,70,70,63,72,76,88,72,64,77,64,67,48,47,國立中正大學,個人申請
69,42,67,62,51,71,53,49,66,50,47,65,70,57,61,74,62,78,36,26,-,-
63,68,73,61,67,62,66,67,62,65,75,66,80,79,62,85,61,76,52,38,國立成功大學,個人申請
78,62,86,81,66,78,76,68,78,70,74,73,83,66,69,85,65,85,42,42,國立高雄大學,考試分發
59,65,68,63,61,69,58,67,67,61,70,68,83,64,65,80,64,90,39,41,國立中興大學,考試分發
75,85,86,70,65,78,70,82,77,70,71,65,82,68,87,94,66,92,48,47,國立成功大學,考試分發
86,66,83,83,74,74,82,71,72,82,71,77,75,71,74,90,70,91,47,43,國立成功大學,考試分發
91,77,80,83,75,83,93,80,76,91,85,69,88,76,81,95,70,92,56,54,中國醫藥大學,個人申請
78,68,87,76,73,85,83,71,80,87,76,82,81,74,86,93,72,96,53,54,國立成功大學,考試分發
69,68,80,72,72,74,66,72,76,63,77,71,80,69,76,79,71,93,42,42,國立聯合大學,考試分發
77,87,78,67,73,64,69,76,70,72,77,68,86,75,79,92,75,91,50,48,國立中央大學,考試分發
64,82,78,71,75,68,80,81,83,83,79,80,86,78,76,93,80,97,57,56,高雄醫學大學,個人申請
